Marque,Modèle,Année,Type de carburant,Puissance fiscale,Kilométrage,Nombre de portes,Première main,État,Boîte à vitesses,Origine,Prix
Volkswagen,Golf 8,2021,Diesel,8 CV,100 000 - 109 999,5,Oui,Neuf,Automatique,WW au Maroc,
Nissan,Micra,2018,Diesel,6 CV,0 - 4 999,5,Non,Excellent,Manuelle,WW au Maroc,115 000 DH
Mercedes-Benz,Classe E,2014,Diesel,7 CV,150 000 - 159 999,5,Non,Excellent,Automatique,Dédouanée,
Dacia,Sandero,2019,Diesel,6 CV,10 000 - 14 999,5,Non,Bon,Manuelle,WW au Maroc,
Fiat,Siena,2004,Diesel,7 CV,350 000 - 399 999,5,Non,Très bon,Manuelle,WW au Maroc,
Honda,Jazz,2003,Essence,8 CV,190 000 - 199 999,,,,Manuelle,,53 000 DH
Renault,Megane,2014,Diesel,6 CV,190 000 - 199 999,5,Non,Très bon,Automatique,WW au Maroc,120 000 DH
Jeep,Renegade,2019,Diesel,6 CV,140 000 - 149 999,5,Non,Excellent,Automatique,WW au Maroc,175 000 DH
Peugeot,308,2021,Diesel,6 CV,60 000 - 64 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Jeep,Renegade,2020,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,178 000 DH
Land Rover,Range Rover Vogue,2024,Hybride,17 CV,20 000 - 24 999,5,Oui,Excellent,Automatique,WW au Maroc,
Volkswagen,Jetta,1987,Diesel,6 CV,95 000 - 99 999,,,,Manuelle,,
Renault,Express,2021,Diesel,6 CV,150 000 - 159 999,5,Non,Excellent,Manuelle,WW au Maroc,110 000 DH
Audi,Q3,2024,Diesel,8 CV,10 000 - 14 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,Q5,2013,Diesel,8 CV,150 000 - 159 999,5,Oui,Excellent,Automatique,WW au Maroc,
Volkswagen,Tiguan,2010,Diesel,8 CV,200 000 - 249 999,5,Oui,Très bon,Automatique,WW au Maroc,145 000 DH
Mercedes-Benz,Classe GLC,2024,Diesel,8 CV,0 - 4 999,5,Non,Neuf,Automatique,Importée neuve,
Kia,K5,2021,Hybride,11 CV,120 000 - 129 999,5,Non,Bon,Automatique,WW au Maroc,256 000 DH
Renault,Megane,2021,Diesel,6 CV,110 000 - 119 999,,,Excellent,Manuelle,,185 000 DH
Volkswagen,Passat,2009,Diesel,8 CV,300 000 - 349 999,5,Non,Très bon,Manuelle,Dédouanée,117 000 DH
Mercedes-Benz,Classe GLC,2024,Diesel,8 CV,50 000 - 54 999,5,Oui,Neuf,Automatique,Importée neuve,
Mini,CountryMan,2014,Diesel,8 CV,130 000 - 139 999,5,,Très bon,Automatique,,
BMW,X5,2015,Diesel,12 CV,200 000 - 249 999,5,Non,Très bon,Automatique,WW au Maroc,280 000 DH
Nissan,Qashqai,2020,Diesel,6 CV,140 000 - 149 999,5,Oui,Excellent,Automatique,WW au Maroc,
Seat,Ibiza,2021,Diesel,6 CV,85 000 - 89 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Dacia,Sandero,2021,Diesel,6 CV,65 000 - 69 999,5,Non,Excellent,Manuelle,WW au Maroc,143 000 DH
Seat,Leon,2020,Diesel,6 CV,75 000 - 79 999,5,Oui,Excellent,Manuelle,WW au Maroc,215 000 DH
Peugeot,508,2014,Essence,9 CV,200 000 - 249 999,5,Non,Très bon,Automatique,WW au Maroc,
Hyundai,Creta,2018,Diesel,6 CV,150 000 - 159 999,5,Oui,Très bon,Manuelle,WW au Maroc,174 000 DH
Fiat,500,2021,Essence,6 CV,65 000 - 69 999,5,Oui,Très bon,Automatique,WW au Maroc,
Porsche,Cayenne,2025,Hybride,23 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Peugeot,308,2008,Essence,8 CV,100 000 - 109 999,5,Non,Excellent,Manuelle,,58 000 DH
Renault,Express,2025,Diesel,6 CV,0 - 4 999,3,Oui,Excellent,Manuelle,Dédouanée,157 000 DH
Fiat,500X,2020,Diesel,6 CV,100 000 - 109 999,5,Oui,Très bon,Manuelle,WW au Maroc,
BMW,Série 5,2013,Diesel,8 CV,200 000 - 249 999,5,Non,Très bon,Automatique,WW au Maroc,197 000 DH
Volkswagen,Coccinelle,2019,Diesel,8 CV,35 000 - 39 999,3,,,Automatique,,265 000 DH
Hyundai,Tucson,2019,Diesel,6 CV,140 000 - 149 999,5,Non,Très bon,Automatique,WW au Maroc,237 000 DH
Volkswagen,Tiguan,2014,Diesel,8 CV,170 000 - 179 999,5,Non,Excellent,Automatique,WW au Maroc,170 000 DH
Volkswagen,Touran,2017,Diesel,6 CV,150 000 - 159 999,5,,Très bon,Automatique,Dédouanée,
Hyundai,ix35,2010,Diesel,8 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,120 000 DH
Volkswagen,Golf 8,2021,Diesel,8 CV,20 000 - 24 999,5,Oui,Très bon,Automatique,Importée neuve,368 000 DH
Volkswagen,Passat CC,2017,Diesel,8 CV,150 000 - 159 999,5,Non,Très bon,Automatique,WW au Maroc,174 000 DH
Peugeot,208,2019,Diesel,6 CV,150 000 - 159 999,,Non,Très bon,Manuelle,,107 000 DH
Opel,Astra,2012,Diesel,7 CV,190 000 - 199 999,5,Non,Excellent,Manuelle,WW au Maroc,101 000 DH
Isuzu,Trooper,2007,Diesel,4 CV,20 000 - 24 999,5,Non,Très bon,Manuelle,Dédouanée,
Renault,Megane,2019,Diesel,6 CV,140 000 - 149 999,5,Oui,Excellent,Automatique,WW au Maroc,168 000 DH
Peugeot,2008,2020,Diesel,6 CV,85 000 - 89 999,5,,Excellent,Automatique,WW au Maroc,223 000 DH
Land Rover,Range Rover Evoque,2017,Diesel,8 CV,85 000 - 89 999,5,Oui,Excellent,Automatique,Importée neuve,
Seat,Ibiza,2012,Diesel,6 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,85 000 DH
Kia,Seltos,2023,Diesel,6 CV,20 000 - 24 999,5,Oui,Très bon,Automatique,WW au Maroc,256 000 DH
Citroen,C4,2024,Diesel,6 CV,10 000 - 14 999,5,Non,Excellent,Automatique,WW au Maroc,245 000 DH
Dacia,Dokker,2021,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Manuelle,WW au Maroc,150 000 DH
Mini,Cooper,2006,Essence,8 CV,180 000 - 189 999,3,Non,Bon,Manuelle,WW au Maroc,55 000 DH
Porsche,Carrera,2025,Essence,23 CV,0 - 4 999,5,,Neuf,Automatique,Importée neuve,
Peugeot,Rifter,2021,Diesel,6 CV,80 000 - 84 999,5,Non,Excellent,Manuelle,WW au Maroc,
Volkswagen,Tiguan,2024,Diesel,8 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Volkswagen,Caddy,2020,Diesel,8 CV,130 000 - 139 999,5,Oui,Très bon,Manuelle,WW au Maroc,158 000 DH
Audi,Q3,2023,Diesel,12 CV,5 000 - 9 999,5,,Excellent,Automatique,WW au Maroc,380 000 DH
Porsche,Carrera,2023,Essence,17 CV,15 000 - 19 999,3,Oui,Excellent,Automatique,WW au Maroc,
Volkswagen,Golf 5,2006,Diesel,8 CV,350 000 - 399 999,5,Non,Très bon,Manuelle,Dédouanée,81 998 DH
Renault,12,1997,Diesel,7 CV,0 - 4 999,5,Oui,Excellent,Manuelle,Dédouanée,
Porsche,Macan,2014,Diesel,12 CV,55 000 - 59 999,5,Oui,Excellent,Automatique,Importée neuve,
Mercedes-Benz,Classe E,2013,Diesel,9 CV,150 000 - 159 999,5,Non,Très bon,Manuelle,WW au Maroc,163 000 DH
Porsche,Panamera,2012,Essence,15 CV,130 000 - 139 999,5,Oui,Très bon,Automatique,Dédouanée,140 000 DH
Mercedes-Benz,Classe GLE,2020,Diesel,8 CV,75 000 - 79 999,5,Oui,Excellent,Automatique,WW au Maroc,530 000 DH
Dacia,Logan,2023,Diesel,8 CV,100 000 - 109 999,5,Non,Neuf,Manuelle,WW au Maroc,160 000 DH
Mercedes-Benz,Classe C,2018,Diesel,8 CV,160 000 - 169 999,5,Oui,Excellent,Automatique,Dédouanée,
BMW,i3,2021,Diesel,6 CV,85 000 - 89 999,5,Non,Excellent,Automatique,WW au Maroc,345 000 DH
Citroen,C15,1996,Diesel,7 CV,15 000 - 19 999,3,Non,Bon,Manuelle,WW au Maroc,24 000 DH
Dacia,Logan,2020,Diesel,6 CV,40 000 - 44 999,5,Oui,Très bon,Manuelle,WW au Maroc,123 000 DH
Mercedes-Benz,Classe A,2020,Diesel,8 CV,100 000 - 109 999,5,Oui,Très bon,Automatique,WW au Maroc,
Peugeot,3008,2019,Diesel,8 CV,200 000 - 249 999,5,Oui,Très bon,Automatique,WW au Maroc,220 000 DH
Volkswagen,Golf 4,1998,Diesel,8 CV,200 000 - 249 999,3,Non,Bon,Manuelle,,37 000 DH
Renault,Express,2022,Diesel,6 CV,50 000 - 54 999,5,Oui,Excellent,Manuelle,WW au Maroc,164 000 DH
Kia,Sportage,2015,Diesel,8 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,145 000 DH
Nissan,Qashqai,2018,Diesel,6 CV,150 000 - 159 999,5,Oui,Excellent,Manuelle,WW au Maroc,192 000 DH
Mercedes-Benz,220,2016,Diesel,9 CV,160 000 - 169 999,5,Non,Très bon,Automatique,Importée neuve,365 000 DH
Mercedes-Benz,Classe S,2014,Diesel,12 CV,80 000 - 84 999,5,,Excellent,Automatique,WW au Maroc,370 000 DH
Toyota,Yaris,2017,Diesel,5 CV,70 000 - 74 999,5,Non,,Manuelle,,102 000 DH
Renault,Express,2023,Diesel,6 CV,30 000 - 34 999,5,Oui,Bon,Manuelle,WW au Maroc,178 000 DH
Renault,Captur,2023,Diesel,6 CV,70 000 - 74 999,5,Oui,Très bon,Manuelle,WW au Maroc,205 000 DH
Dacia,Lodgy,2023,Diesel,6 CV,95 000 - 99 999,5,Oui,Excellent,Manuelle,WW au Maroc,167 000 DH
Volkswagen,Tiguan,2017,Diesel,8 CV,160 000 - 169 999,5,,Excellent,Automatique,Dédouanée,360 000 DH
Citroen,C5,2021,Hybride,8 CV,120 000 - 129 999,5,Oui,Excellent,Automatique,Dédouanée,215 000 DH
Skoda,Octavia,2020,Diesel,8 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,
Fiat,500,2017,Diesel,5 CV,100 000 - 109 999,3,Oui,Excellent,Manuelle,WW au Maroc,108 000 DH
Jeep,Renegade,2022,Diesel,6 CV,50 000 - 54 999,5,Oui,Excellent,Automatique,WW au Maroc,229 000 DH
Kia,Picanto,2019,Essence,6 CV,80 000 - 84 999,5,Non,Excellent,Manuelle,Dédouanée,92 000 DH
Peugeot,308,2019,Diesel,6 CV,120 000 - 129 999,,,,Manuelle,,
Dacia,Logan,2012,Diesel,7 CV,130 000 - 139 999,5,Oui,Excellent,Manuelle,WW au Maroc,78 000 DH
Renault,Koleos,2019,Diesel,8 CV,95 000 - 99 999,5,Non,Excellent,Automatique,WW au Maroc,210 000 DH
Dacia,Sandero,2020,Diesel,6 CV,70 000 - 74 999,5,Oui,Très bon,Manuelle,WW au Maroc,127 000 DH
Dacia,Logan,2012,Diesel,6 CV,150 000 - 159 999,5,Non,Excellent,Manuelle,WW au Maroc,
Audi,Q8,2022,Diesel,12 CV,50 000 - 54 999,5,Oui,Excellent,Automatique,Importée neuve,
Fiat,Tipo,2020,Diesel,6 CV,190 000 - 199 999,5,Non,Très bon,Manuelle,WW au Maroc,100 000 DH
Audi,Q5,2014,Diesel,8 CV,200 000 - 249 999,5,Oui,Excellent,Manuelle,WW au Maroc,178 000 DH
Ssangyong,Korando,2015,Diesel,8 CV,170 000 - 179 999,5,Non,Excellent,Automatique,WW au Maroc,97 000 DH
Peugeot,208,2022,Diesel,6 CV,120 000 - 129 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Audi,Q8,2019,Diesel,14 CV,130 000 - 139 999,5,Oui,Excellent,Automatique,Importée neuve,750 000 DH
Peugeot,205,1990,Diesel,7 CV,0 - 4 999,5,Non,Bon,Manuelle,Dédouanée,28 000 DH
Volkswagen,Passat,2008,Diesel,8 CV,200 000 - 249 999,5,,Très bon,Manuelle,Dédouanée,98 000 DH
Mercedes-Benz,Classe GLE,2024,Hybride,11 CV,5 000 - 9 999,5,Oui,Excellent,Automatique,Importée neuve,
Seat,Ibiza,2019,Essence,6 CV,30 000 - 34 999,5,Oui,Excellent,Manuelle,WW au Maroc,134 998 DH
Autres,Autres,2008,Essence,4 CV,0 - 4 999,,,,Manuelle,,78 000 DH
Renault,Clio,2017,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,
Audi,Q3,2023,Diesel,8 CV,65 000 - 69 999,5,Oui,Excellent,Automatique,Importée neuve,
Peugeot,Partner,2007,Diesel,6 CV,15 000 - 19 999,5,Oui,Excellent,Manuelle,WW au Maroc,48 000 DH
Opel,Astra,2019,Diesel,7 CV,100 000 - 109 999,5,,Excellent,Manuelle,WW au Maroc,145 000 DH
Volkswagen,Tiguan,2016,Diesel,8 CV,140 000 - 149 999,5,Non,Très bon,Manuelle,WW au Maroc,
Volkswagen,Golf 7,2014,Diesel,8 CV,190 000 - 199 999,,,Excellent,Automatique,Importée neuve,189 000 DH
Fiat,Siena,1999,Essence,6 CV,35 000 - 39 999,5,Non,Correct,Manuelle,WW au Maroc,15 000 DH
Mercedes-Benz,Classe C,2021,Diesel,8 CV,55 000 - 59 999,,Oui,Excellent,Automatique,Dédouanée,
Toyota,Corolla,2003,Diesel,8 CV,400 000 - 449 999,5,Non,Excellent,Manuelle,WW au Maroc,65 000 DH
Dacia,Logan,2022,Essence,6 CV,45 000 - 49 999,5,Oui,Excellent,Automatique,WW au Maroc,
Volkswagen,Touareg,2013,Diesel,12 CV,200 000 - 249 999,5,Non,Très bon,Automatique,WW au Maroc,125 000 DH
Fiat,Ducato,2020,Diesel,9 CV,50 000 - 54 999,3,Oui,Bon,Manuelle,WW au Maroc,205 000 DH
Peugeot,2008,2018,Diesel,6 CV,190 000 - 199 999,5,Oui,Très bon,Manuelle,WW au Maroc,145 000 DH
Land Rover,Range Rover Sport,2019,Diesel,12 CV,140 000 - 149 999,5,Oui,Bon,Automatique,Importée neuve,660 000 DH
Renault,Megane,2010,Diesel,6 CV,95 000 - 99 999,5,Non,Excellent,Manuelle,WW au Maroc,95 000 DH
Peugeot,2008,2023,Diesel,6 CV,40 000 - 44 999,5,Oui,Excellent,Automatique,WW au Maroc,
Peugeot,Partner,2006,Essence,7 CV,Plus de 500 000,3,,Bon,Manuelle,Dédouanée,50 000 DH
Hyundai,ix35,2012,Diesel,8 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,WW au Maroc,128 000 DH
Dacia,Duster,2012,Diesel,6 CV,20 000 - 24 999,5,,Très bon,Manuelle,,112 000 DH
Renault,19,1994,Diesel,7 CV,140 000 - 149 999,5,Non,Très bon,Manuelle,WW au Maroc,43 000 DH
Renault,Kadjar,2016,Diesel,6 CV,170 000 - 179 999,5,Oui,Excellent,Manuelle,WW au Maroc,168 500 DH
Fiat,500,2009,Essence,4 CV,120 000 - 129 999,3,Oui,Excellent,Manuelle,Dédouanée,75 000 DH
BMW,Série 1,2018,Diesel,6 CV,190 000 - 199 999,,Oui,Excellent,Automatique,,
Renault,Clio,2019,Diesel,6 CV,100 000 - 109 999,5,Non,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe GLC,2018,Diesel,8 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,Dédouanée,
Dacia,Duster,2021,Diesel,6 CV,95 000 - 99 999,5,Non,Neuf,Manuelle,WW au Maroc,
Dacia,Logan,2019,Diesel,6 CV,50 000 - 54 999,5,Oui,Neuf,Manuelle,WW au Maroc,117 000 DH
Fiat,Punto,1999,Essence,7 CV,10 000 - 14 999,3,Non,Excellent,Manuelle,Dédouanée,32 000 DH
Kia,Sorento,2022,Diesel,9 CV,70 000 - 74 999,,,Excellent,Automatique,,390 000 DH
Fiat,500,2022,Essence,7 CV,65 000 - 69 999,3,Oui,Excellent,Automatique,WW au Maroc,
Hyundai,ix35,2014,Diesel,6 CV,140 000 - 149 999,5,Non,Très bon,Manuelle,WW au Maroc,153 000 DH
Kia,Picanto,2022,Essence,7 CV,40 000 - 44 999,5,Non,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe C,2020,Diesel,8 CV,190 000 - 199 999,5,Oui,Excellent,Automatique,Dédouanée,373 000 DH
Peugeot,206,2007,Essence,6 CV,130 000 - 139 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Ford,Kuga,2015,Diesel,8 CV,100 000 - 109 999,5,Non,Très bon,Manuelle,WW au Maroc,153 000 DH
Citroen,Xsara,2001,Diesel,8 CV,450 000 - 499 999,5,Non,Bon,Manuelle,Dédouanée,50 000 DH
Seat,Arona,2021,Diesel,6 CV,120 000 - 129 999,,Oui,Excellent,Manuelle,WW au Maroc,195 000 DH
Dacia,Sandero,2012,Diesel,6 CV,190 000 - 199 999,5,Non,Bon,Manuelle,WW au Maroc,73 000 DH
Renault,Clio,2017,Diesel,6 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,WW au Maroc,
Alfa Romeo,Giulia,2023,Diesel,9 CV,60 000 - 64 999,5,Oui,Excellent,Automatique,WW au Maroc,
Ford,Kuga,2021,Diesel,8 CV,95 000 - 99 999,5,Oui,Très bon,Automatique,WW au Maroc,299 000 DH
Volkswagen,Tiguan,2016,Diesel,4 CV,190 000 - 199 999,5,Oui,Excellent,Automatique,Importée neuve,250 000 DH
Land Rover,Range Rover Sport,2018,Diesel,12 CV,95 000 - 99 999,5,Oui,Neuf,Automatique,Importée neuve,
Audi,Q7,2016,Diesel,12 CV,200 000 - 249 999,5,Non,Excellent,Automatique,Dédouanée,270 000 DH
Dacia,Sandero,2023,Diesel,6 CV,0 - 4 999,5,Oui,Neuf,Manuelle,WW au Maroc,168 000 DH
Porsche,Cayenne,2025,Hybride,17 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
Nissan,Qashqai,2015,Diesel,6 CV,160 000 - 169 999,5,Oui,Excellent,Automatique,WW au Maroc,170 000 DH
Ford,Fiesta,2007,Diesel,6 CV,250 000 - 299 999,,,,Manuelle,,55 999 DH
Volkswagen,Golf 7,2017,Diesel,8 CV,160 000 - 169 999,,Non,Excellent,Manuelle,WW au Maroc,185 000 DH
Mercedes-Benz,220,1997,Diesel,9 CV,Plus de 500 000,3,Oui,Bon,Manuelle,Dédouanée,52 000 DH
Land Rover,Range Rover Sport,2024,Diesel,12 CV,400 000 - 449 999,5,Oui,Très bon,Automatique,Dédouanée,
Toyota,Yaris,2020,Hybride,9 CV,75 000 - 79 999,5,Oui,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe C,2023,Diesel,8 CV,25 000 - 29 999,5,Non,Excellent,Automatique,Importée neuve,
Jeep,Grand Cherokee,2018,Diesel,12 CV,250 000 - 299 999,5,Non,Excellent,Automatique,WW au Maroc,175 000 DH
Volvo,XC90,2022,Diesel,8 CV,50 000 - 54 999,5,Oui,Excellent,Automatique,WW au Maroc,
Renault,Kangoo,2017,Diesel,6 CV,190 000 - 199 999,5,Non,Très bon,Manuelle,WW au Maroc,140 000 DH
Jeep,Renegade,2022,Diesel,6 CV,110 000 - 119 999,5,Oui,Très bon,Automatique,WW au Maroc,
Peugeot,3008,2020,Diesel,8 CV,80 000 - 84 999,,,Excellent,Automatique,,220 000 DH
Audi,A3,2018,Diesel,8 CV,100 000 - 109 999,5,Oui,Excellent,Manuelle,WW au Maroc,
Renault,Clio,2022,Diesel,6 CV,35 000 - 39 999,5,Non,Excellent,Manuelle,WW au Maroc,179 000 DH
Opel,Grandland,2018,Diesel,6 CV,130 000 - 139 999,5,Non,Excellent,Manuelle,WW au Maroc,183 000 DH
Land Rover,Range Rover Sport,2010,Diesel,12 CV,0 - 4 999,5,Non,Très bon,Automatique,WW au Maroc,140 000 DH
Hyundai,ix35,2012,Diesel,8 CV,190 000 - 199 999,5,Non,Très bon,Automatique,WW au Maroc,125 000 DH
Citroen,C4,2015,Diesel,6 CV,170 000 - 179 999,,,Excellent,Automatique,Dédouanée,159 000 DH
Volkswagen,Touareg,2019,Diesel,12 CV,130 000 - 139 999,5,,Excellent,Automatique,WW au Maroc,
Hyundai,Santa Fe,2022,Diesel,8 CV,35 000 - 39 999,,Oui,Excellent,Automatique,,
BMW,X3,2020,Diesel,8 CV,80 000 - 84 999,5,Oui,Excellent,Automatique,WW au Maroc,
Land Rover,Range Rover Sport,2016,Diesel,12 CV,140 000 - 149 999,5,Non,Excellent,Automatique,Importée neuve,390 000 DH
BMW,Série 3,2020,Diesel,8 CV,120 000 - 129 999,5,Non,Très bon,Automatique,WW au Maroc,
Mercedes-Benz,Classe A,2023,Diesel,8 CV,20 000 - 24 999,5,,Excellent,Automatique,WW au Maroc,
Renault,Megane,2020,Essence,8 CV,70 000 - 74 999,5,Oui,Neuf,Automatique,WW au Maroc,
Land Rover,Range Rover Evoque,2019,Diesel,8 CV,100 000 - 109 999,5,,Excellent,Automatique,WW au Maroc,340 000 DH
Skoda,Octavia,2023,Diesel,8 CV,10 000 - 14 999,5,Oui,Bon,Automatique,WW au Maroc,345 000 DH
Renault,Megane,2018,Diesel,6 CV,130 000 - 139 999,5,Oui,Très bon,Manuelle,WW au Maroc,
Citroen,Berlingo,2017,Diesel,7 CV,200 000 - 249 999,5,Non,Très bon,Manuelle,WW au Maroc,12 900 DH
Renault,Express,2022,Diesel,6 CV,40 000 - 44 999,5,Non,Très bon,Manuelle,WW au Maroc,148 000 DH
Fiat,Fiorino,2018,Diesel,5 CV,160 000 - 169 999,5,Non,Très bon,Manuelle,WW au Maroc,92 000 DH
Fiat,Panda,2008,Essence,5 CV,120 000 - 129 999,5,Non,Bon,Manuelle,WW au Maroc,52 000 DH
Mercedes-Benz,Classe E,2004,Diesel,8 CV,200 000 - 249 999,,,Bon,Manuelle,Dédouanée,80 000 DH
Volkswagen,Tiguan,2020,Diesel,8 CV,190 000 - 199 999,5,Oui,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe CLA,2025,Diesel,8 CV,0 - 4 999,5,Oui,Neuf,Automatique,Importée neuve,
BMW,Série 1,2024,Diesel,7 CV,25 000 - 29 999,5,Oui,Neuf,Automatique,WW au Maroc,335 000 DH
Nissan,Primera,2006,Essence,9 CV,200 000 - 249 999,5,Non,Excellent,Automatique,WW au Maroc,45 000 DH
Opel,Corsa,2022,Diesel,6 CV,25 000 - 29 999,5,Oui,Excellent,Manuelle,WW au Maroc,173 000 DH
Dacia,Sandero,2021,Diesel,6 CV,120 000 - 129 999,5,Non,Excellent,Manuelle,WW au Maroc,139 000 DH
Dacia,Duster,2020,Diesel,6 CV,95 000 - 99 999,5,,Excellent,Manuelle,WW au Maroc,
Volkswagen,Passat CC,2012,Diesel,8 CV,190 000 - 199 999,5,Non,Neuf,Automatique,WW au Maroc,138 000 DH
Volvo,XC60,2014,Diesel,8 CV,0 - 4 999,5,,Endommagé,Automatique,WW au Maroc,
Volkswagen,Touran,2020,Diesel,8 CV,200 000 - 249 999,5,Oui,Très bon,Manuelle,Dédouanée,246 000 DH
Mercedes-Benz,Classe S,2015,Essence,34 CV,60 000 - 64 999,3,Oui,Excellent,Automatique,Importée neuve,
Hyundai,Accent,2005,Diesel,6 CV,400 000 - 449 999,5,Non,Bon,Manuelle,,42 000 DH
Renault,Clio,2023,Diesel,6 CV,15 000 - 19 999,5,,Excellent,Manuelle,WW au Maroc,165 000 DH
Porsche,Panamera,2012,Diesel,12 CV,200 000 - 249 999,5,Non,Excellent,Automatique,Importée neuve,290 000 DH
Ford,Fiesta,2013,Diesel,6 CV,130 000 - 139 999,5,Non,Excellent,Manuelle,WW au Maroc,109 000 DH
Peugeot,208,2024,Diesel,6 CV,0 - 4 999,5,Oui,Excellent,Manuelle,WW au Maroc,185 000 DH
Dacia,Dokker,2013,Diesel,6 CV,200 000 - 249 999,5,Non,Excellent,Manuelle,Dédouanée,
Volkswagen,Tiguan,2025,Diesel,6 CV,100 000 - 109 999,5,,Excellent,Automatique,,420 000 DH
Volkswagen,Caddy,2018,Diesel,8 CV,110 000 - 119 999,5,Oui,Excellent,Manuelle,WW au Maroc,160 000 DH
BMW,Série 1,2009,Essence,9 CV,180 000 - 189 999,5,Non,Très bon,Manuelle,WW au Maroc,85 000 DH
Peugeot,208,2017,Diesel,6 CV,110 000 - 119 999,5,Non,Très bon,Manuelle,WW au Maroc,110 000 DH
Audi,Q2,2017,Diesel,8 CV,150 000 - 159 999,5,Non,Bon,Automatique,WW au Maroc,213 000 DH
Audi,Q3,2020,Diesel,8 CV,65 000 - 69 999,5,Non,Neuf,Automatique,Dédouanée,
Ford,Focus,2014,Diesel,6 CV,140 000 - 149 999,5,Oui,Très bon,Manuelle,WW au Maroc,128 000 DH
Peugeot,206,1999,Diesel,6 CV,10 000 - 14 999,5,Non,Très bon,Manuelle,Dédouanée,43 000 DH
Renault,Megane,2017,Diesel,6 CV,170 000 - 179 999,5,Non,Excellent,Manuelle,WW au Maroc,185 000 DH
Volkswagen,Touareg,2017,Diesel,12 CV,200 000 - 249 999,5,Oui,Excellent,Automatique,WW au Maroc,
Renault,R9,1984,Diesel,6 CV,0 - 4 999,5,Non,Bon,Manuelle,Dédouanée,18 000 DH
Ford,Fusion,2016,Diesel,8 CV,170 000 - 179 999,5,,Excellent,Automatique,WW au Maroc,147 000 DH
Dacia,Logan,2007,Diesel,7 CV,180 000 - 189 999,5,Non,Très bon,Manuelle,,65 000 DH
Nissan,Qashqai,2019,Diesel,6 CV,75 000 - 79 999,5,Oui,Excellent,Manuelle,WW au Maroc,230 000 DH
Mercedes-Benz,Classe C,2023,Diesel,8 CV,30 000 - 34 999,5,Non,Neuf,Automatique,Importée neuve,
Dacia,Dokker,2013,Diesel,6 CV,170 000 - 179 999,5,Non,Bon,Manuelle,WW au Maroc,110 000 DH
Dacia,Duster,2019,Diesel,6 CV,200 000 - 249 999,5,Oui,Excellent,Manuelle,WW au Maroc,155 000 DH
Volkswagen,Touran,2007,Diesel,8 CV,5 000 - 9 999,5,Non,Neuf,Automatique,Dédouanée,
Audi,Q5,2022,Diesel,Plus de 41 CV,20 000 - 24 999,,Oui,Excellent,Automatique,Dédouanée,
Volkswagen,Golf 2,1990,Diesel,6 CV,300 000 - 349 999,5,Non,Bon,Manuelle,WW au Maroc,
Skoda,Octavia,2009,Diesel,8 CV,190 000 - 199 999,5,Non,Excellent,Manuelle,Dédouanée,
BMW,Série 3,2020,Hybride,6 CV,130 000 - 139 999,5,Oui,Excellent,Automatique,WW au Maroc,
Mercedes-Benz,Classe C,2022,Diesel,9 CV,45 000 - 49 999,5,Non,Excellent,Automatique,Importée neuve,
Fiat,Palio,2002,Diesel,7 CV,200 000 - 249 999,,Non,Bon,Manuelle,,28 000 DH
Alfa Romeo,Stelvio,2024,Diesel,9 CV,35 000 - 39 999,5,Non,Excellent,Automatique,WW au Maroc,
Audi,A3,2016,Essence,11 CV,90 000 - 94 999,5,Oui,Excellent,Automatique,Importée neuve,
Mercedes-Benz,207D,2020,Diesel,7 CV,60 000 - 64 999,5,Non,Excellent,Automatique,Pas encore dédouanée,420 000 DH
Peugeot,308,2023,Diesel,6 CV,95 000 - 99 999,5,Oui,Excellent,Automatique,WW au Maroc,300 000 DH
Renault,Laguna,2010,Essence,11 CV,190 000 - 199 999,3,Non,Très bon,Manuelle,,57 000 DH
Land Rover,Range Rover Sport,2020,Diesel,12 CV,100 000 - 109 999,5,Oui,Excellent,Automatique,Importée neuve,
